lemma,frame_id,count
debes,learned_verb_target_inf,20
chicas,learned_noun_las_target_verb,19
cualquiera,learned_function_target_verb_inf,18
hago,learned_verb_target_la_noun,17
haz,learned_noun_target_la_noun,17
haría,learned_verb_target_la_noun,16
ambos,learned_function_target_verb_adj,14
llamo,learned_verb_target_a_la_noun,14
agente,learned_noun_el_target_es_adj,12
según,learned_function_target_el_noun,12
ok,learned_adjective_es_un_noun_target,11
podrían,learned_verb_target_inf_noun,11
bastante,learned_adverb_es_target_adj,10
cuándo,learned_adverb_target_verb,10
ésta,learned_function_target_es_adj,10
último,learned_adjective_es_el_target_noun_de_la_noun,10
demás,learned_function_otros_noun_target_verb,9
dicen,learned_verb_target_que_es_adj,9
pronto,learned_adverb_verb_target,9
éste,learned_function_target_es_adj,9
buena,learned_adjective_es_una_target_noun,8
creí,learned_verb_target_que_verb_adj,8
hubo,learned_verb_target_una_noun,8
nacional,learned_adjective_el_noun_es_target,8
pruebas,learned_noun_target_prep_phrase,8
público,learned_adjective_el_noun_es_target,8
señora,learned_noun_la_target_verb_noun,8
dan,learned_verb_target_noun_a_los_noun,7
hará,learned_verb_target_la_noun,7
según,learned_function_target_la_noun,7
amo,learned_noun_el_target_verb_noun,6
creí,learned_verb_target_que_me_verb,6
datos,learned_noun_los_target_verb_adj,6
debemos,learned_verb_target_inf_noun,6
decía,learned_verb_target_la_noun,6
dónde,learned_adverb_target_verb,6
hombres,learned_noun_los_target_verb,6
hubo,learned_verb_target_noun,6
necesitas,learned_verb_target_inf_noun,6
negro,learned_adjective_el_noun_es_target,6
partes,learned_noun_las_target_de_los_noun,6
posición,learned_noun_la_target_prep_phrase_es_adj,6
probablemente,learned_adverb_target_verb_noun,6
total,learned_adjective_es_un_target_noun,6
través,learned_noun_el_noun_verb_a_target,6
última,learned_adjective_es_la_target_noun_prep_phrase,6
durante,learned_function_verb_target_noun,5
existe,learned_verb_target_una_noun,5
hará,learned_verb_noun_target_noun,5
lleva,learned_verb_target_noun_prep_phrase,5
lleva,learned_verb_target_un_noun_prep_phrase,5
nacional,learned_adjective_la_noun_es_target,5
partes,learned_noun_las_target_de_la_noun,5
pase,learned_verb_target_el_noun,5
pequeña,learned_adjective_la_noun_es_target,5
próximo,learned_adjective_el_target_noun_es_adj,5
supuesto,learned_noun_es_el_target_noun_prep_phrase,5
unidos,learned_adjective_target_por_la_noun,5
último,learned_adjective_es_el_target_noun_prep_phrase,5
única,learned_adjective_ella_es_la_target_noun,5
adónde,learned_adverb_target_verb_a_inf,4
anoche,learned_adverb_target_verb_noun,4
control,learned_noun_el_target_prep_phrase,4
debemos,learned_verb_target_inf_adj,4
deben,learned_verb_target_inf_noun,4
estados,learned_noun_los_target_tienen_noun_adj,4
hicieron,learned_verb_ellos_target_la_noun,4
hubo,learned_verb_target_un_noun,4
jóvenes,learned_adjective_las_target_verb_noun,4
jóvenes,learned_adjective_los_target_verb_adj,4
mujeres,learned_noun_target_verb_noun,4
nacional,learned_adjective_es_un_noun_target,4
pase,learned_verb_target_la_noun,4
poco,learned_adverb_target_noun_verb,4
próximo,learned_adjective_el_target_noun_es_noun,4
supone,learned_verb_inf_target_noun,4
supone,learned_verb_target_un_noun,4
trabajando,learned_verb_target_prep_phrase,4
éste,learned_function_verb_target,4
últimos,learned_adjective_verb_los_target_noun_prep_phrase,4
además,learned_adverb_target_me_verb_inf,3
anoche,learned_adverb_target_verb_prep_phrase,3
ayer,learned_adverb_target_verb_prep_phrase,3
baja,learned_adjective_la_target_en_la_noun_es_adj,3
baja,learned_adjective_la_target_en_la_noun_prep_phrase,3
buena,learned_adjective_esa_es_una_target_noun,3
cambiar,learned_verb_verb_target_prep_phrase,3
chicos,learned_noun_los_target_verb_noun,3
dan,learned_verb_target_noun_en_la_noun,3
datos,learned_noun_verb_los_target_adv,3
decía,learned_verb_target_el_noun,3
diciendo,learned_verb_el_noun_verb_target_que_es_adj,3
durante,learned_function_verb_target_el_noun,3
dónde,learned_adverb_target_noun,3
encanta,learned_verb_nos_target_inf_noun,3
existe,learned_verb_no_target_la_noun,3
hará,learned_verb_noun_target_adv,3
hicieron,learned_verb_target_la_noun,3
hombres,learned_noun_target_verb_noun,3
horas,learned_noun_target_prep_phrase_verb_adj,3
niña,learned_noun_la_target_verb_noun,3
niña,learned_noun_la_target_verb_un_noun,3
oficial,learned_adjective_ella_es_target_prep_phrase,3
ok,learned_adjective_es_una_noun_target,3
poco,learned_adverb_hay_target_noun,3
querida,learned_adjective_ella_es_la_target_noun,3
querida,learned_adjective_ella_es_mi_target_noun,3
querido,learned_verb_verb_al_target,3
querido,learned_verb_verb_un_noun_al_target,3
segunda,learned_adjective_verb_a_target,3
supuesto,learned_noun_es_el_target_noun_de_la_noun,3
tanto,learned_adverb_tengo_target_noun,3
tanto,learned_adverb_verb_target_noun,3
tipos,learned_noun_verb_target_prep_phrase,3
últimos,learned_adjective_los_target_noun_verb_adj,3
además,learned_adverb_target_es_adv_adj,2
además,learned_adverb_target_es_mi_noun,2
además,learned_adverb_target_verb_noun,2
adónde,learned_adverb_target_va_el_noun,2
adónde,learned_adverb_target_va_mi_noun,2
adónde,learned_adverb_target_verb_adv,2
ambos,learned_function_target_verb_noun,2
anoche,learned_adverb_target_verb_un_noun,2
armas,learned_noun_las_target_verb_inf_adj,2
ayer,learned_adverb_target_verb_noun,2
ayer,learned_adverb_verb_noun_target,2
ayer,learned_adverb_verb_prep_phrase_target,2
baja,learned_adjective_la_target_en_el_noun_prep_phrase,2
baja,learned_adjective_verb_target_noun_en_el_noun,2
bastante,learned_adverb_es_target_noun,2
bastante,learned_adverb_tengo_target_noun,2
cuándo,learned_adverb_target_noun,2
dan,learned_verb_target_noun_a_las_noun,2
debemos,learned_verb_target_inf,2
debemos,learned_verb_target_inf_las_noun,2
decía,learned_verb_target_noun,2
dicen,learned_verb_target_que_es_noun,2
diciendo,learned_verb_la_noun_verb_target_que_es_adj,2
diferentes,learned_adjective_inf_target_noun_prep_phrase_es_adj,2
dijeron,learned_verb_yo_target_que_verb_adj,2
encanta,learned_verb_a_ella_le_target_inf,2
encanta,learned_verb_me_target_inf,2
encanta,learned_verb_me_target_inf_noun,2
encanta,learned_verb_te_target_inf,2
estados,learned_noun_los_target_tienen_noun,2
existe,learned_verb_no_target_la_noun_adj,2
existe,learned_verb_target_un_noun,2
grandes,learned_adjective_los_noun_target_verb_mucho,2
hacen,learned_verb_ellos_target_la_noun,2
hicieron,learned_verb_noun_target_la_noun,2
hombres,learned_noun_los_target_verb_noun,2
incluso,learned_adverb_target_prep_phrase_verb_noun,2
junto,learned_adjective_el_noun_est_target_prep_phrase,2
junto,learned_adjective_el_noun_verb_target_a_la_noun,2
jóvenes,learned_adjective_los_target_verb_mucho,2
jóvenes,learned_adjective_los_target_verb_noun,2
llamo,learned_verb_target_a_mi_noun,2
llamo,learned_verb_target_prep_phrase,2
lleva,learned_verb_target_noun_a_la_noun,2
maldito,learned_noun_este_target_noun_no_verb,2
meses,learned_noun_los_target_verb_adj,2
millones,learned_noun_target_prep_phrase_en_el_noun,2
minutos,learned_noun_verb_sesenta_target,2
mujeres,learned_noun_las_target_verb_adv,2
mujeres,learned_noun_las_target_verb_noun,2
necesitas,learned_verb_target_inf_prep_phrase,2
negro,learned_adjective_el_noun_est_adj_y_target,2
negro,learned_adjective_la_noun_es_prep_phrase_target,2
nuevos,learned_adjective_el_noun_tiene_target_noun,2
nuevos,learned_adjective_hay_target_noun_en_la_noun,2
nuevos,learned_adjective_los_noun_tienen_target_noun,2
oficial,learned_adjective_es_target_de_la_noun,2
oficial,learned_adjective_es_target_prep_phrase,2
ojos,learned_noun_ella_verb_sus_target,2
ojos,learned_noun_noun_target_est_n_adj,2
ojos,learned_noun_tengo_target_adj,2
oído,learned_verb_el_target_es_adj,2
oído,learned_verb_verb_noun_con_el_target,2
palabras,learned_noun_las_target_verb_adj,2
partes,learned_noun_las_target_adj_prep_phrase,2
partes,learned_noun_las_target_de_las_noun,2
pasando,learned_verb_noun_el_noun_target_la_noun,2
pequeña,learned_adjective_tengo_una_noun_target,2
poco,learned_adverb_es_un_noun_target_adj,2
poco,learned_adverb_es_una_noun_target_adj,2
poco,learned_adverb_verb_target_noun,2
podrían,learned_verb_target_inf_prep_phrase,2
preguntas,learned_noun_las_target_verb_adj,2
pruebas,learned_noun_las_target_verb_adj,2
pruebas,learned_noun_target_de_adj,2
próxima,learned_adjective_la_target_noun_verb_adj,2
próximo,learned_adjective_el_target_noun_verb_adj,2
público,learned_adjective_el_noun_es_para_el_target_adj,2
querida,learned_adjective_es_mi_target_noun,2
querida,learned_adjective_target_adj_adv_est_s,2
querido,learned_verb_verb_con_el_target,2
quienes,learned_function_verb_target_verb_la_noun,2
quizá,learned_adverb_target_verb_prep_phrase,2
quizá,learned_adverb_target_verb_una_noun,2
segunda,learned_adjective_target_es_adj,2
señora,learned_noun_la_target_noun,2
supone,learned_verb_target_un_noun_adj,2
supone,learned_verb_target_una_noun,2
tanto,learned_adverb_ella_verb_target_noun,2
tipos,learned_noun_verb_esos_target_prep_phrase,2
total,learned_adjective_verb_target_adj,2
unidos,learned_adjective_los_noun_est_n_target,2
unidos,learned_adjective_verb_target_en_la_noun,2
vosotros,learned_function_target_com_is_noun,2
vosotros,learned_function_target_verb_adv,2
vosotros,learned_function_target_verb_noun,2
ésta,learned_function_target_es_noun,2
último,learned_adjective_es_el_target_noun,2
única,learned_adjective_es_la_target_noun,2
única,learned_adjective_esta_es_la_target_noun,2
además,learned_adverb_target_es_adv,1
además,learned_adverb_target_es_noun,1
además,learned_adverb_target_est_verb,1
además,learned_adverb_target_me_duele_la_noun,1
además,learned_adverb_target_me_verb_ana,1
además,learned_adverb_target_me_verb_los_noun,1
además,learned_adverb_target_no_tengo_noun,1
además,learned_adverb_target_quiero_inf_prep_phrase,1
además,learned_adverb_target_tengo_noun,1
además,learned_adverb_target_tengo_que_inf,1
además,learned_adverb_target_voy_a_la_noun,1
adónde,learned_adverb_target_est_la_noun,1
adónde,learned_adverb_target_est_n_noun,1
adónde,learned_adverb_target_va_tu_noun,1
adónde,learned_adverb_target_vamos_para_inf,1
adónde,learned_adverb_target_van_esas_noun,1
adónde,learned_adverb_target_van_esos_noun,1
adónde,learned_adverb_target_van_tus_noun,1
adónde,learned_adverb_target_vas_hoy,1
adónde,learned_adverb_target_verb_el_noun,1
adónde,learned_adverb_target_verb_prep_phrase,1
agente,learned_noun_el_target_es_noun,1
agente,learned_noun_el_target_est_adj,1
agente,learned_noun_el_target_tiene_una_noun,1
agente,learned_noun_el_target_verb_adj,1
agente,learned_noun_el_target_verb_adv,1
agente,learned_noun_el_target_verb_aqu,1
agente,learned_noun_el_target_verb_noun,1
agente,learned_noun_este_es_un_target_adj,1
ambos,learned_function_nos_verb_target,1
ambos,learned_function_target_noun_verb_adj,1
ambos,learned_function_verb_target,1
ambos,learned_function_verb_target_noun,1
amo,learned_noun_el_target_adj_la_noun,1
amo,learned_noun_el_target_es_adv_adj,1
amo,learned_noun_el_target_noun,1
amo,learned_noun_el_target_noun_la_noun,1
amo,learned_noun_el_target_tiene_un_noun,1
amo,learned_noun_el_target_verb_a_inf,1
amo,learned_noun_el_target_verb_a_su_noun,1
amo,learned_noun_el_target_verb_adv,1
amo,learned_noun_el_target_verb_con_el_noun,1
amo,learned_noun_el_target_verb_de_inf_prep_phrase,1
amo,learned_noun_el_target_verb_en_el_noun,1
amo,learned_noun_el_target_verb_en_una_noun_adj,1
amo,learned_noun_el_target_verb_mucho,1
amo,learned_noun_el_target_verb_prep_phrase,1
anoche,learned_adverb_target_jugu_prep_phrase,1
anoche,learned_adverb_target_me_ba,1
anoche,learned_adverb_target_me_cepill_los_noun,1
anoche,learned_adverb_target_me_verb_adv,1
anoche,learned_adverb_target_verb_a_mi_noun,1
anoche,learned_adverb_target_verb_adj,1
anoche,learned_adverb_target_verb_adv,1
anoche,learned_adverb_target_verb_con_mi_noun,1
anoche,learned_adverb_target_verb_la_noun,1
anoche,learned_adverb_target_verb_pizza,1
anoche,learned_adverb_target_verb_una_noun,1
armas,learned_noun_el_noun_tiene_adj_target,1
armas,learned_noun_el_noun_verb_adv_target,1
armas,learned_noun_las_target_est_n_adj_prep_phrase,1
armas,learned_noun_las_target_no_resuelven_noun,1
armas,learned_noun_las_target_no_se_verb_prep_phrase,1
armas,learned_noun_las_target_prep_phrase_requieren_noun,1
armas,learned_noun_las_target_verb_adj,1
armas,learned_noun_las_target_verb_adv_adj,1
armas,learned_noun_las_target_verb_inf_desarmadas,1
armas,learned_noun_las_target_verb_noun_del_estado,1
armas,learned_noun_los_noun_verb_target,1
armas,learned_noun_no_verb_target_aqu,1
armas,learned_noun_no_verb_target_en_el_noun,1
armas,learned_noun_noun_las_target_en_un_noun_adj,1
armas,learned_noun_noun_para_inf_target,1
armas,learned_noun_tiene_que_verb_para_inf_target,1
armas,learned_noun_verb_adj_target,1
armas,learned_noun_verb_target_para_la_noun,1
ayer,learned_adverb_target_jugu_noun,1
ayer,learned_adverb_target_me_pein,1
ayer,learned_adverb_target_me_verb_adv,1
ayer,learned_adverb_target_verb_adv,1
ayer,learned_adverb_target_verb_mucho,1
ayer,learned_adverb_target_verb_un_noun,1
ayer,learned_adverb_target_verb_una_noun,1
ayer,learned_adverb_verb_a_la_noun_target,1
ayer,learned_adverb_verb_adj_target,1
ayer,learned_adverb_verb_adv_target,1
ayer,learned_adverb_verb_una_noun_target,1
baja,learned_adjective_hay_target_noun_para_este_noun,1
baja,learned_adjective_la_target_en_la_noun_adj,1
baja,learned_adjective_la_target_en_los_noun_verb,1
baja,learned_adjective_la_target_noun_prep_phrase,1
baja,learned_adjective_la_target_noun_verb_prep_phrase,1
baja,learned_adjective_la_target_noun_verb_que_se_enfermaran,1
baja,learned_adjective_se_verb_una_target_en_las_noun,1
baja,learned_adjective_tiene_target_noun_verb_inf,1
baja,learned_adjective_verb_target_noun_a_la_noun,1
baja,learned_adjective_verb_target_noun_en_la_noun,1
bastante,learned_adverb_ella_es_target_adj,1
bastante,learned_adverb_es_target_adv,1
bastante,learned_adverb_est_target_adv,1
bastante,learned_adverb_hay_target_noun,1
bastante,learned_adverb_verb_target_adj,1
bastante,learned_adverb_verb_target_noun,1
buena,learned_adjective_ese_noun_es_target_noun,1
buena,learned_adjective_est_verb_target_adv,1
buena,learned_adjective_est_verb_target_noun,1
buena,learned_adjective_esta_es_una_target_noun,1
buena,learned_adjective_la_noun_es_target,1
buena,learned_adjective_me_verb_esa_target_noun,1
buena,learned_adjective_tengo_una_target_noun,1
buena,learned_adjective_tiene_una_target_noun,1
cambiar,learned_verb_no_puedo_target_mi_noun,1
cambiar,learned_verb_puedo_target_el_noun,1
cambiar,learned_verb_quiero_target_prep_phrase,1
cambiar,learned_verb_tengo_que_target_la_noun,1
cambiar,learned_verb_verb_target_de_adj,1
cambiar,learned_verb_verb_target_la_noun,1
cambiar,learned_verb_voy_a_target_el_noun,1
casos,learned_noun_el_noun_verb_los_target,1
casos,learned_noun_estos_target_verb_adv_adj,1
casos,learned_noun_hay_muchos_target_de_esta_noun,1
casos,learned_noun_los_target_muestran_noun,1
casos,learned_noun_los_target_se_verb_en_la_noun,1
casos,learned_noun_los_target_se_verb_entre_s,1
casos,learned_noun_los_target_se_verb_prep_phrase,1
casos,learned_noun_los_target_se_verb_prep_phrase_prep_phrase,1
casos,learned_noun_los_target_se_verb_seg_n_su_noun,1
casos,learned_noun_los_target_var_an_prep_phrase,1
casos,learned_noun_los_target_verb_a_inf_adj,1
casos,learned_noun_los_target_verb_adj_entre_noun,1
casos,learned_noun_los_target_verb_adj_para_la_noun,1
casos,learned_noun_los_target_verb_adv,1
casos,learned_noun_los_target_verb_examinados_adv,1
casos,learned_noun_los_target_verb_noun_adj,1
casos,learned_noun_los_target_verb_por_adj,1
casos,learned_noun_se_documentan_todos_los_target,1
casos,learned_noun_verb_varios_target_en_el_noun,1
chicas,learned_noun_las_target_sonr_en,1
chicos,learned_noun_los_target_sonr_en,1
chicos,learned_noun_los_target_verb,1
chicos,learned_noun_los_target_verb_adv,1
chicos,learned_noun_los_target_verb_en_el_noun,1
chicos,learned_noun_los_target_verb_la_noun,1
chicos,learned_noun_los_target_verb_mucho,1
chicos,learned_noun_target_ayudadme_prep_phrase,1
chicos,learned_noun_target_es_noun_prep_phrase,1
chicos,learned_noun_target_lavaros_las_noun,1
chicos,learned_noun_target_limpiad_la_noun,1
chicos,learned_noun_target_no_hag_is_noun,1
chicos,learned_noun_target_salid_a_inf,1
chicos,learned_noun_target_sentaos,1
chicos,learned_noun_target_subid_prep_phrase,1
chicos,learned_noun_target_traed_los_noun,1
chicos,learned_noun_target_verb_aqu,1
chicos,learned_noun_target_verb_un_noun,1
comer,learned_verb_me_verb_target_noun,1
comer,learned_verb_no_olvides_target,1
comer,learned_verb_no_puedo_target_esto,1
comer,learned_verb_no_quiero_target,1
comer,learned_verb_t_verb_target_saludablemente,1
comer,learned_verb_verb_target_adv_hoy,1
comer,learned_verb_verb_target_algo_adj,1
control,learned_noun_el_target_adj,1
control,learned_noun_el_target_es_adj,1
control,learned_noun_tiene_target_adj,1
control,learned_noun_verb_el_target,1
creí,learned_verb_no_target_lo_que_verb,1
creí,learned_verb_target_en_sus_noun,1
creí,learned_verb_target_que_llover_a,1
creí,learned_verb_target_que_verb_adv,1
creí,learned_verb_target_que_verb_hoy,1
creí,learned_verb_target_que_verb_noun,1
cualquiera,learned_function_escoje_target,1
cualquiera,learned_function_target_es_bienvenido,1
cuanto,learned_adverb_target_verb,1
cuándo,learned_adverb_target_llueve,1
cuándo,learned_adverb_target_naces,1
cuándo,learned_adverb_target_r_es,1
cuándo,learned_adverb_target_te_verb,1
cuándo,learned_adverb_target_verb_el_noun,1
cuándo,learned_adverb_target_verb_la_noun,1
cuándo,learned_adverb_target_verb_noun,1
cuándo,learned_adverb_target_verb_prep_phrase,1
dan,learned_verb_nos_target_noun,1
dan,learned_verb_target_noun_a_la_noun,1
dan,learned_verb_target_noun_en_el_noun,1
dan,learned_verb_target_noun_en_navidad,1
dan,learned_verb_target_noun_para_inf,1
dan,learned_verb_target_noun_por_todo,1
dan,learned_verb_target_noun_prep_phrase,1
datos,learned_noun_los_target_est_n_adj,1
datos,learned_noun_los_target_se_verb,1
datos,learned_noun_no_tengo_esos_target,1
datos,learned_noun_noun_los_target,1
datos,learned_noun_noun_los_target_adj,1
datos,learned_noun_noun_los_target_aqu,1
datos,learned_noun_tengo_target_adj,1
datos,learned_noun_verb_esos_target,1
datos,learned_noun_verb_los_target,1
datos,learned_noun_verb_los_target_adj,1
datos,learned_noun_verb_los_target_de_adj,1
debemos,learned_verb_target_inf_a_los_dem_s,1
debemos,learned_verb_target_inf_adv,1
debemos,learned_verb_target_inf_el_noun,1
debemos,learned_verb_target_inf_la_noun,1
debemos,learned_verb_target_inf_prep_phrase_adj,1
debemos,learned_verb_target_lavarnos_las_noun,1
deben,learned_verb_ellas_target_inf,1
deben,learned_verb_ellos_target_inf,1
deben,learned_verb_target_inf_a_todos,1
deben,learned_verb_target_inf_aqu,1
deben,learned_verb_target_inf_el_noun,1
deben,learned_verb_target_inf_la_noun,1
deben,learned_verb_target_inf_las_noun,1
deben,learned_verb_target_inf_prep_phrase,1
deben,learned_verb_target_inf_su_noun,1
debido,learned_adjective_el_noun_est_target_a_la_noun,1
debido,learned_adjective_ella_est_target_un_noun,1
debido,learned_adjective_ella_est_target_una_noun,1
debido,learned_adjective_estamos_target_una_adj,1
debido,learned_adjective_estamos_target_una_noun,1
debido,learned_adjective_estoy_target_una_adj,1
debido,learned_adjective_juan_es_target_una_noun,1
debido,learned_adjective_l_es_target_una_adj,1
debido,learned_adjective_la_noun_verb_noun_target,1
debido,learned_adjective_t_est_s_target_una_noun,1
debido,learned_adjective_target_es_la_noun_aqu,1
debido,learned_adjective_tengo_que_inf_una_noun_target,1
debido,learned_adjective_verb_inf_una_noun_target,1
debido,learned_adjective_verb_noun_target,1
debido,learned_adjective_verb_que_inf_una_noun_target,1
debido,learned_adjective_verb_una_noun_target,1
decía,learned_verb_carlos_target_noun,1
decía,learned_verb_el_noun_target_su_noun,1
decía,learned_verb_ella_target_que_s,1
decía,learned_verb_target_adj,1
decía,learned_verb_target_hola,1
decía,learned_verb_target_mi_noun,1
decía,learned_verb_target_que_llover_a,1
decía,learned_verb_target_que_verb_adv,1
demás,learned_function_adv_noun_target_verb,1
demás,learned_function_ella_tiene_otros_noun_target,1
demás,learned_function_ellos_verb_de_otros_noun_target,1
demás,learned_function_esas_verb_noun_target,1
demás,learned_function_hay_adv_noun_target,1
demás,learned_function_otros_noun_target_est_n_en_el_noun,1
demás,learned_function_otros_noun_target_est_n_en_la_noun,1
demás,learned_function_otros_noun_target_verb_adj,1
demás,learned_function_otros_noun_target_verb_aqu,1
demás,learned_function_tengo_adv_noun_target,1
dicen,learned_verb_target_la_noun,1
dicen,learned_verb_target_que_es_adv,1
dicen,learned_verb_target_que_es_m_o,1
dicen,learned_verb_target_que_es_nuestro,1
dicen,learned_verb_target_que_es_suyo,1
dicen,learned_verb_target_que_es_tuyo,1
dicen,learned_verb_target_que_es_vuestro,1
dicen,learned_verb_target_que_llueve,1
diciendo,learned_verb_ana_verb_target_que_est_adj,1
diciendo,learned_verb_carlos_me_verb_target_que_no_verb,1
diciendo,learned_verb_el_noun_est_target_su_noun,1
diciendo,learned_verb_el_noun_le_verb_target_que_verb_adv_adj,1
diciendo,learned_verb_el_noun_verb_target_que_es_suyo,1
diciendo,learned_verb_el_noun_verb_target_que_verb_adj,1
diciendo,learned_verb_el_noun_verb_target_que_verb_mucho,1
diciendo,learned_verb_ella_est_target_la_noun,1
diciendo,learned_verb_juan_verb_que_es_adv_target_las_noun,1
diciendo,learned_verb_la_noun_est_target_las_noun,1
diciendo,learned_verb_la_noun_verb_target_que_es_su_noun,1
diciendo,learned_verb_la_noun_verb_target_que_verb_inf_prep_phrase,1
diciendo,learned_verb_los_noun_est_n_target_noun,1
diciendo,learned_verb_mar_a_verb_target_que_verb_noun,1
diciendo,learned_verb_pedro_verb_target_que_es_noun_de_inf,1
diferentes,learned_adjective_ella_verb_target_noun_seg_n_la_noun,1
diferentes,learned_adjective_ellos_tienen_target_noun,1
diferentes,learned_adjective_hay_target_noun_de_inf,1
diferentes,learned_adjective_hay_target_noun_en_el_noun,1
diferentes,learned_adjective_hay_target_noun_prep_phrase,1
diferentes,learned_adjective_las_noun_verb_de_target_noun,1
diferentes,learned_adjective_los_noun_verb_con_target_noun,1
diferentes,learned_adjective_los_noun_verb_de_target_noun,1
diferentes,learned_adjective_los_noun_verb_target_noun,1
diferentes,learned_adjective_tienen_target_noun_sobre_el_noun,1
diferentes,learned_adjective_verb_target_las_noun_de_cada_noun,1
diferentes,learned_adjective_verb_target_las_noun_prep_phrase,1
diferentes,learned_adjective_verb_target_los_noun_que_verb,1
diferentes,learned_adjective_verb_target_noun_en_el_noun,1
diferentes,learned_adjective_verb_target_noun_en_la_noun,1
diferentes,learned_adjective_verb_target_noun_para_inf,1
diferentes,learned_adjective_verb_target_noun_para_verb,1
diferentes,learned_adjective_verb_target_noun_prep_phrase,1
dijeron,learned_verb_ella_target_que_verb_adj,1
dijeron,learned_verb_ellas_target_que_les_verb,1
dijeron,learned_verb_ellas_target_que_no_verb,1
dijeron,learned_verb_ellas_target_que_verb_a_inf,1
dijeron,learned_verb_ellos_target_que_llover_a,1
